ConflictID,DyadID,Year,LocationInc,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,BdBest,BdLow,BdHigh,TypeOfConflict,BattleLocation,GWNoA,GWNoA2nd,GwNoB,GWNoB2nd,GWNoLoc,GWNoBattle,Region,Version
62,"442, 448",2008,Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of South Korea, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America, Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of South Korea, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","IS, al-Mahdi Army","1076, 5659",,2,,2112,2098,2539,4,Iraq,645,"339, 371, 900, 373, 346, 355, 316, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 732, 972, 369, 200, 2",,,645,645,2,5.0-2015
62,448,2009,Iraq,Government of Iraq,"Government of Australia, Government of El Salvador, Government of Estonia, Government of United Kingdom, Government of United States of America",IS,1076,,2,,1036,926,1074,4,Iraq,645,"900, 92, 366, 200, 2",,,645,645,2,5.0-2015
62,448,2010,Iraq,Government of Iraq,Government of United States of America,IS,1076,,2,,1015,836,1060,4,Iraq,645,2,,,645,645,2,5.0-2015
62,"443, 448",2011,Iraq,Government of Iraq,Government of United States of America,"Ansar al-Islam, IS","1075, 1076",,2,,864,737,959,4,Iraq,645,2,,,645,645,2,5.0-2015
62,448,2012,Iraq,Government of Iraq,,IS,1076,,2,,565,487,598,3,Iraq,645,,,,645,645,2,5.0-2015
62,448,2013,Iraq,Government of Iraq,,IS,1076,,2,,1870,1723,1924,3,Iraq,645,,,,645,645,2,5.0-2015
62,448,2014,Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,1076,,2,,12598,12537,14126,4,"Iraq, Syria",645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,"645, 652",2,5.0-2015
63,14244,2014,Lebanon,Government of Lebanon,,IS,1076,,2,,126,126,126,3,Lebanon,660,,,,660,660,2,5.0-2015
63,"376, 383",1989,Lebanon,Government of Lebanon,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","1084, 1085",,2,,704,574,898,4,Lebanon,660,652,,,660,660,2,5.0-2015
63,376,1990,Lebanon,Government of Lebanon,Government of Syria,Forces of Michel Aoun,1084,,2,,700,400,800,4,Lebanon,660,652,,,660,660,2,5.0-2015
65,382,1989,Laos,Government of Laos,,LRM,1088,,2,,30,30,30,3,Laos,812,,,,812,812,3,5.0-2015
65,382,1990,Laos,Government of Laos,,LRM,1088,,2,,249,45,249,3,Laos,812,,,,812,812,3,5.0-2015
67,308,1993,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,130,130,230,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,308,1994,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,526,526,984,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,308,1995,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,174,174,332,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,1996,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,1997,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,152,152,157,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,1998,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,1999,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2000,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,69,69,69,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2001,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,117,117,117,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,5.0-2015
67,307,2002,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,184,183,250,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,5.0-2015
67,307,2005,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,27,27,28,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2006,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,48,38,49,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2007,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,29,29,29,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2008,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,31,31,31,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2009,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,52,52,60,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,307,2010,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,36,36,36,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,"307, 826",2011,Myanmar (Burma),Government of Myanmar (Burma),,"RCSS, SSPP","1098, 2007",,1,Shan,170,169,172,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
67,"307, 826",2013,Myanmar (Burma),Government of Myanmar (Burma),,"RCSS, SSPP","1098, 2007",,1,Shan,83,80,85,3,Myanmar (Burma),775,,,,775,775,3,5.0-2015
68,856,2013,DR Congo (Zaire),Government of DR Congo (Zaire),,Kata Katanga,3967,,1,Katanga,94,90,113,3,DR Congo (Zaire),490,,,,490,490,4,5.0-2015
68,856,2014,DR Congo (Zaire),Government of DR Congo (Zaire),,Kata Katanga,3967,,1,Katanga,58,28,58,3,DR Congo (Zaire),490,,,,490,490,4,5.0-2015
70,"48, 49",1989,Ethiopia,Government of Ethiopia,,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","1258, 1259",,2,,18403,18403,18420,3,Ethiopia,530,,,,530,530,4,5.0-2015
70,48,1990,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,18985,18985,18985,3,Ethiopia,530,,,,530,530,4,5.0-2015
70,"48, 852",1991,Ethiopia,Government of Ethiopia,,"EPRDF, Military faction (Harar garrison)","1259, 2084",,2,,4520,4520,5570,3,Ethiopia,530,,,,530,530,4,5.0-2015
72,349,1996,Nepal,Government of Nepal,,CPN-M,1100,,2,,44,44,46,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,1997,Nepal,Government of Nepal,,CPN-M,1100,,2,,40,40,40,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,1998,Nepal,Government of Nepal,,CPN-M,1100,,2,,250,118,302,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,1999,Nepal,Government of Nepal,,CPN-M,1100,,2,,156,147,306,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2000,Nepal,Government of Nepal,,CPN-M,1100,,2,,268,259,295,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2001,Nepal,Government of Nepal,,CPN-M,1100,,2,,429,380,479,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2002,Nepal,Government of Nepal,,CPN-M,1100,,2,,3947,2771,4105,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2003,Nepal,Government of Nepal,,CPN-M,1100,,2,,1341,1275,1405,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2004,Nepal,Government of Nepal,,CPN-M,1100,,2,,1880,1848,2040,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2005,Nepal,Government of Nepal,,CPN-M,1100,,2,,1104,1100,1169,3,Nepal,790,,,,790,790,3,5.0-2015
72,349,2006,Nepal,Government of Nepal,,CPN-M,1100,,2,,457,452,477,3,Nepal,790,,,,790,790,3,5.0-2015
74,"279, 285",1989,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,50,50,50,3,Iraq,645,,,,645,645,2,5.0-2015
74,"279, 285",1990,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,94,94,94,3,Iraq,645,,,,645,645,2,5.0-2015
74,"279, 285",1991,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,544,544,1000,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1992,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,26,26,52,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1995,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,262,262,302,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1996,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,356,356,366,3,"Iran, Iraq",645,,,,645,"630, 645",2,5.0-2015
78,53,1989,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,5930,5930,5930,3,Ethiopia,530,,,,530,530,4,5.0-2015
78,53,1990,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,30633,30633,30633,3,Ethiopia,530,,,,530,530,4,5.0-2015
78,53,1991,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,6907,6904,6907,3,Ethiopia,530,,,,530,530,4,5.0-2015
80,475,1992,Venezuela,Government of Venezuela,,Military faction (forces of Hugo Chavez),1603,,2,,145,144,264,3,Venezuela,101,,,,101,101,5,5.0-2015
86,39,1996,DR Congo (Zaire),Government of DR Congo (Zaire),,AFDL,1268,Government of Rwanda,2,,1304,1164,1852,4,DR Congo (Zaire),490,,,517,490,490,4,5.0-2015
86,39,1997,DR Congo (Zaire),Government of DR Congo (Zaire),,AFDL,1268,"Government of Angola, Government of Rwanda, Government of Uganda",2,,4457,4051,4826,4,DR Congo (Zaire),490,,,"540, 517, 500",490,490,4,5.0-2015
86,"40, 41",1998,DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","1269, 1270","Government of Rwanda, Government of Uganda, Government of Uganda",2,,3268,3022,5711,4,DR Congo (Zaire),490,"540, 483, 565, 552",,"500, 517, 500",490,490,4,5.0-2015
86,"40, 41",1999,DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","1269, 1270","Government of Rwanda, Government of Uganda, Government of Uganda",2,,2953,2898,3229,4,DR Congo (Zaire),490,"540, 483, 565, 552",,"500, 517, 500",490,490,4,5.0-2015
86,"40, 41",2000,DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","1269, 1270","Government of Rwanda, Government of Uganda",2,,1294,1260,2458,4,DR Congo (Zaire),490,"540, 565, 552",,"500, 517",490,490,4,5.0-2015
86,40,2001,DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,1270,Government of Rwanda,2,,454,454,734,4,DR Congo (Zaire),490,"540, 565, 552",,517,490,490,4,5.0-2015
86,646,2006,DR Congo (Zaire),Government of DR Congo (Zaire),,CNDP,1272,,2,,182,54,362,3,"DR Congo (Zaire), Uganda",490,,,,490,"490, 500",4,5.0-2015
86,646,2007,DR Congo (Zaire),Government of DR Congo (Zaire),,CNDP,1272,,2,,516,516,553,3,DR Congo (Zaire),490,,,,490,490,4,5.0-2015
86,646,2008,DR Congo (Zaire),Government of DR Congo (Zaire),,CNDP,1272,,2,,486,486,486,3,DR Congo (Zaire),490,,,,490,490,4,5.0-2015
86,831,2012,DR Congo (Zaire),Government of DR Congo (Zaire),,M23,2045,"Government of Rwanda, Government of Uganda",2,,660,611,749,4,"DR Congo (Zaire), Rwanda",490,,,"517, 500",490,"490, 517",4,5.0-2015
86,"831, 858, 12463",2013,DR Congo (Zaire),Government of DR Congo (Zaire),,"APCLS, Forces of Paul Joseph Mukungubila, M23","2045, 2091, 4286",", Government of Rwanda",2,,1378,1358,1433,"3, 4","DR Congo (Zaire), DR Congo (Zaire), Rwanda",490,,,517,490,"490, 490, 517",4,5.0-2015
86,"858, 11377",2014,DR Congo (Zaire),Government of DR Congo (Zaire),,"APCLS, PARC-FAAL","2091, 3043",,2,,56,34,60,3,DR Congo (Zaire),490,,,,490,490,4,5.0-2015
90,11,1991,Burundi,Government of Burundi,,Palipehutu,1276,,2,,272,272,551,3,Burundi,516,,,,516,516,4,5.0-2015
90,11,1992,Burundi,Government of Burundi,,Palipehutu,1276,,2,,61,61,61,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1994,Burundi,Government of Burundi,,CNDD,1277,,2,,56,56,532,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1995,Burundi,Government of Burundi,,CNDD,1277,,2,,254,235,526,3,Burundi,516,,,,516,516,4,5.0-2015
90,12,1996,Burundi,Government of Burundi,,CNDD,1277,,2,,531,496,962,3,Burundi,516,,,,516,516,4,5.0-2015
90,"12, 13, 15",1997,Burundi,Government of Burundi,,"CNDD, Frolina, Palipehutu-FNL","1277, 1278, 1279",,2,,639,539,1216,3,Burundi,516,,,,516,516,4,5.0-2015
90,"12, 14, 15",1998,Burundi,Government of Burundi,,"CNDD, CNDD-FDD, Palipehutu-FNL","1277, 1278, 1280",,2,,621,621,740,3,Burundi,516,,,,516,516,4,5.0-2015
90,"14, 15",1999,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL","1278, 1280",,2,,524,321,679,3,Burundi,516,,,,516,516,4,5.0-2015
90,"14, 15",2000,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL","1278, 1280",,2,,1348,1227,2123,3,Burundi,516,,,,516,516,4,5.0-2015
90,"14, 15",2001,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL","1278, 1280",,2,,1182,1169,2488,3,Burundi,516,,,,516,516,4,5.0-2015
90,"14, 15",2002,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL","1278, 1280",,2,,1114,782,1591,3,"Burundi, Burundi, DR Congo (Zaire)",516,,,,516,"516, 516, 490",4,5.0-2015
90,"14, 15",2003,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL","1278, 1280",,2,,972,972,1138,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2004,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,387,367,425,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2005,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,286,286,356,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2006,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,141,141,141,3,Burundi,516,,,,516,516,4,5.0-2015
90,15,2008,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,201,201,205,3,Burundi,516,,,,516,516,4,5.0-2015
91,"18, 19, 20",1989,Chad,Government of Chad,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April","1288, 1289, 1290",,2,,315,315,1585,3,"Chad, Chad, Sudan, Sudan",483,,,,483,"483, 483, 625, 625",4,5.0-2015
91,"20, 23",1990,Chad,Government of Chad,,"Islamic Legion, MPS","1288, 1291",,2,,1352,1352,8932,3,"Chad, Chad, Sudan",483,,,,483,"483, 483, 625",4,5.0-2015
91,"25, 777",1991,Chad,Government of Chad,,"MDD, Military faction (forces of Maldoum Bada Abbas)","1292, 1295",,2,,68,68,68,3,Chad,483,,,,483,483,4,5.0-2015
91,"21, 22, 24, 25",1992,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD","1292, 1293, 1294, 1296",,2,,899,899,1553,3,Chad,483,,,,483,483,4,5.0-2015
91,"21, 22, 24, 25",1993,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD","1292, 1293, 1294, 1296",,2,,120,120,120,3,Chad,483,,,,483,483,4,5.0-2015
91,"21, 22, 24",1994,Chad,Government of Chad,,"CNR, CSNPD, FNT","1293, 1294, 1296",,2,,161,161,265,3,Chad,483,,,,483,483,4,5.0-2015
91,"25, 26",1997,Chad,Government of Chad,,"FARF, MDD","1292, 1297",,2,,97,97,97,3,Chad,483,,,,483,483,4,5.0-2015
91,26,1998,Chad,Government of Chad,,FARF,1297,,2,,34,34,34,3,Chad,483,,,,483,483,4,5.0-2015
91,27,1999,Chad,Government of Chad,,MDJT,1298,,2,,394,394,1149,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2000,Chad,Government of Chad,,MDJT,1298,,2,,989,989,1041,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2001,Chad,Government of Chad,,MDJT,1298,,2,,226,226,326,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2002,Chad,Government of Chad,,MDJT,1298,,2,,294,294,350,3,Chad,483,,,,483,483,4,5.0-2015
91,27,2003,Chad,Government of Chad,,MDJT,1298,,2,,37,37,189,3,Chad,483,,,,483,483,4,5.0-2015
91,455,2005,Chad,Government of Chad,,FUCD,1299,,2,,100,100,356,3,Chad,483,,,,483,483,4,5.0-2015
91,"455, 633, 634",2006,Chad,Government of Chad,,"FUCD, RAFD, UFDD","1299, 1300, 1302",,2,,1250,1250,2623,3,Chad,483,,,,483,483,4,5.0-2015
91,634,2007,Chad,Government of Chad,,UFDD,1302,,2,,69,69,380,3,Chad,483,,,,483,483,4,5.0-2015
91,767,2008,Chad,Government of Chad,,AN,1577,,2,,991,991,1361,3,Chad,483,,,,483,483,4,5.0-2015
91,783,2009,Chad,Government of Chad,,UFR,1953,,2,,131,131,324,3,Chad,483,,,,483,483,4,5.0-2015
91,807,2010,Chad,Government of Chad,,PFNR,1997,,2,,42,42,83,3,"Chad, Sudan",483,,,,483,"483, 625",4,5.0-2015
92,"237, 342, 343",1989,Colombia,Government of Colombia,,"ELN, EPL, FARC","1604, 1605, 1607",,2,,236,236,254,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342, 343",1990,Colombia,Government of Colombia,,"ELN, EPL, FARC","1604, 1605, 1607",,2,,474,474,541,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1991,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,725,725,754,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1992,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,758,758,782,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1993,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,195,195,205,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1994,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1123,1123,1134,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1995,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,823,823,828,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1996,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1192,1185,1229,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1997,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,554,554,670,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1998,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,938,937,1383,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",1999,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,933,933,1425,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2000,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1017,1017,1355,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2001,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1072,1072,1340,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2002,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1200,1156,1374,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2003,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,500,475,521,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342, 343",2004,Colombia,Government of Colombia,,"ELN, EPL, FARC","1604, 1605, 1607",,2,,1234,1210,1286,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2005,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,1389,1389,1455,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2006,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,502,502,514,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2007,Colombia,Government of Colombia,,FARC,1604,,2,,316,316,323,3,"Colombia, Venezuela",100,,,,100,"100, 101",5,5.0-2015
92,"237, 342",2008,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,244,240,253,3,"Colombia, Colombia, Ecuador",100,,,,100,"100, 100, 130",5,5.0-2015
92,237,2009,Colombia,Government of Colombia,,FARC,1604,,2,,377,377,421,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2010,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,419,419,425,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2011,Colombia,Government of Colombia,,FARC,1604,,2,,202,202,208,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2012,Colombia,Government of Colombia,,FARC,1604,,2,,211,211,310,3,Colombia,100,,,,100,100,5,5.0-2015
92,"237, 342",2013,Colombia,Government of Colombia,,"ELN, FARC","1604, 1605",,2,,140,140,183,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2014,Colombia,Government of Colombia,,FARC,1604,,2,,113,113,113,3,Colombia,100,,,,100,100,5,5.0-2015
95,"235, 319",1989,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1611, 1612",,2,,1735,1553,1850,3,Peru,135,,,,135,135,5,5.0-2015
95,"235, 319",1990,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1611, 1612",,2,,1047,778,1048,3,Peru,135,,,,135,135,5,5.0-2015
95,"235, 319",1991,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1611, 1612",,2,,1277,862,1277,3,Peru,135,,,,135,135,5,5.0-2015
95,"235, 319",1992,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1611, 1612",,2,,984,901,1180,3,Peru,135,,,,135,135,5,5.0-2015
95,"235, 319",1993,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1611, 1612",,2,,603,579,605,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1994,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,224,222,256,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1995,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,178,178,198,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1996,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,80,80,80,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1997,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,92,92,100,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1998,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,25,25,25,3,Peru,135,,,,135,135,5,5.0-2015
95,235,1999,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,75,75,84,3,Peru,135,,,,135,135,5,5.0-2015
95,235,2007,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,32,32,32,3,Peru,135,,,,135,135,5,5.0-2015
95,235,2008,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,56,56,56,3,Peru,135,,,,135,135,5,5.0-2015
95,235,2009,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,50,50,80,3,Peru,135,,,,135,135,5,5.0-2015
95,235,2010,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,28,28,28,3,Peru,135,,,,135,135,5,5.0-2015
97,517,2011,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,800,,1,Common Border,29,29,36,2,"Cambodia (Kampuchea), Thailand",811,,800,,"800, 811","811, 800",3,5.0-2015
100,793,2009,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,405,402,835,3,Nigeria,475,,,,475,475,4,5.0-2015
100,793,2011,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,324,266,547,3,Nigeria,475,,,,475,475,4,5.0-2015
100,793,2012,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,812,812,1156,4,Nigeria,475,"483, 436",,,475,475,4,5.0-2015
100,793,2013,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,1629,1474,2080,4,Nigeria,475,"483, 436",,,475,475,4,5.0-2015
100,793,2014,Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,4621,4480,5006,4,"Cameroon, Nigeria",475,"471, 483, 436",,,475,"471, 475",4,5.0-2015
102,867,2011,Syria,Government of Syria,,Syrian insurgents,4456,,2,,842,789,1132,3,Syria,652,,,,652,652,2,5.0-2015
102,867,2012,Syria,Government of Syria,,Syrian insurgents,4456,,2,,15056,14828,30848,3,Syria,652,,,,652,652,2,5.0-2015
102,867,2013,Syria,Government of Syria,,Syrian insurgents,4456,,2,,49171,19085,49171,3,Syria,652,,,,652,652,2,5.0-2015
102,867,2014,Syria,Government of Syria,,Syrian insurgents,4456,,2,,53948,-99,53948,3,Syria,652,,,,652,652,2,5.0-2015
103,"364, 378, 379",1989,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1112, 1114, 1115",,2,,818,818,2438,4,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",811,816,,,811,"811, 811, 800",3,5.0-2015
103,"364, 378",1990,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"KPNLF, KR","1112, 1114",,2,,274,268,657,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,"364, 378, 379",1991,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KPNLF, KR","1112, 1114, 1115",,2,,220,220,451,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,364,1992,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,118,118,118,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
103,364,1993,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,274,274,393,3,Cambodia (Kampuchea),811,,,,811,811,3,5.0-2015
